0.7050,0.2323,0.5454,0.7380,0.1445
0.7471,0.1710,0.5954,0.7559,0.1332
0.7258,0.1634,0.6235,0.6905,0.1773
0.7146,0.2037,0.6449,0.7302,0.1246
0.6646,0.1978,0.6256,0.6766,0.1684
0.7152,0.1649,0.6409,0.6627,0.1310
0.6689,0.1498,0.6674,0.6876,0.1608
0.7155,0.1949,0.6724,0.6287,0.1073
0.6519,0.1800,0.7124,0.6142,0.1589
0.6576,0.1630,0.7168,0.6120,0.2007
0.6249,0.1545,0.7338,0.5633,0.1734
0.6750,0.2182,0.7602,0.5018,0.1775
0.5952,0.1769,0.7537,0.5335,0.1843
0.6221,0.2164,0.7386,0.4953,0.2423
0.5985,0.2242,0.7309,0.4761,0.2889
0.5779,0.2094,0.7544,0.4710,0.2895
0.5647,0.2000,0.8220,0.4028,0.3396
0.6122,0.2734,0.8053,0.4248,0.3735
0.5993,0.2567,0.8020,0.3924,0.3693
0.6170,0.2667,0.8031,0.3203,0.3698
0.5858,0.2769,0.8101,0.3336,0.4003
0.5278,0.2423,0.7893,0.2874,0.4527
0.5257,0.2464,0.8278,0.3047,0.4385
0.5426,0.2836,0.8023,0.2436,0.4991
0.5801,0.2969,0.8260,0.2872,0.5585
0.5258,0.2546,0.7925,0.2645,0.5942
0.5706,0.3018,0.8245,0.2339,0.5989
0.4979,0.2940,0.7920,0.1769,0.6011
0.5328,0.3209,0.7622,0.2074,0.6076
0.5214,0.2973,0.7765,0.2087,0.6226
0.5173,0.3176,0.7754,0.1566,0.6770
0.4727,0.3453,0.7944,0.1820,0.7317
0.5230,0.3491,0.7246,0.1470,0.7320
0.5329,0.3684,0.7664,0.2145,0.7598
0.5059,0.4327,0.7158,0.1464,0.7307
0.4446,0.4178,0.7380,0.1662,0.7937
0.4979,0.3828,0.7309,0.2173,0.7529
0.4985,0.4645,0.6744,0.1571,0.7803
0.4820,0.4737,0.6885,0.2253,0.7666
0.4797,0.4535,0.6498,0.2379,0.8416
0.4684,0.4172,0.7167,0.2475,0.7996
0.4501,0.4486,0.6611,0.2175,0.8459
0.4830,0.4334,0.6893,0.2548,0.8430
0.4705,0.4714,0.6561,0.2962,0.7898
0.4777,0.4885,0.6208,0.2610,0.8263
0.4277,0.5242,0.6394,0.2428,0.8330
0.4243,0.4964,0.6071,0.2830,0.7477
0.4781,0.4775,0.5591,0.3350,0.7655
0.4803,0.5304,0.5529,0.2788,0.8085
0.4087,0.5377,0.5605,0.3611,0.7723
0.4594,0.5221,0.5768,0.3163,0.7159
0.4641,0.5100,0.5471,0.3656,0.7285
0.4412,0.5535,0.5145,0.4012,0.6891
0.4268,0.5006,0.4926,0.3635,0.6962
0.4745,0.5092,0.4859,0.4107,0.6960
0.4958,0.5420,0.4838,0.3900,0.6308
0.4307,0.5125,0.4522,0.4424,0.6206
0.5007,0.5471,0.5072,0.4184,0.6566
0.4602,0.5762,0.4903,0.4611,0.6011
0.4361,0.5020,0.5185,0.4729,0.6188
0.4593,0.5031,0.4865,0.4447,0.5424
0.4779,0.5222,0.5162,0.4595,0.5827
0.4862,0.5638,0.4450,0.5038,0.5404
0.4762,0.5673,0.5126,0.4909,0.5429
0.4963,0.5530,0.5087,0.4875,0.4945
0.5062,0.4965,0.4398,0.4796,0.4656
0.4929,0.5312,0.4522,0.4965,0.5205
0.5216,0.5134,0.4906,0.5602,0.5209
0.5207,0.5262,0.5165,0.5153,0.4939
0.5292,0.5420,0.5116,0.4820,0.4565
0.5054,0.5207,0.4941,0.4987,0.4513
0.5467,0.5088,0.5343,0.5135,0.4851
0.4992,0.4414,0.4959,0.4919,0.4655
0.5076,0.5159,0.5406,0.5076,0.5329
0.5970,0.4809,0.4989,0.4512,0.5216
0.5573,0.4696,0.5671,0.4543,0.5142
0.5802,0.4454,0.5036,0.4584,0.5014
0.5917,0.4681,0.5366,0.4776,0.5089
0.6249,0.4535,0.5687,0.4430,0.5244
0.5775,0.4566,0.5683,0.4343,0.5998
0.6164,0.4068,0.5825,0.3899,0.5595
0.6342,0.4027,0.6276,0.3755,0.5937
0.6586,0.3740,0.6364,0.3515,0.6503
0.6391,0.3441,0.6026,0.3729,0.6318
0.6019,0.3997,0.6855,0.3472,0.6128
0.6777,0.3428,0.6832,0.3334,0.6476
0.6874,0.3737,0.6561,0.3188,0.6787
0.7046,0.3186,0.7289,0.3284,0.6904
0.7023,0.2976,0.7496,0.2777,0.7608
0.6661,0.2745,0.7339,0.3034,0.7522
0.6636,0.2835,0.7277,0.2449,0.7779
0.7007,0.2514,0.7290,0.2400,0.8007
0.6902,0.2798,0.7312,0.2268,0.8321
0.7517,0.2324,0.8018,0.2167,0.8754
0.7327,0.1888,0.8018,0.1797,0.8828
0.7761,0.2131,0.8180,0.1523,0.8856
0.7436,0.2206,0.7980,0.1389,0.9224
0.7464,0.2126,0.8556,0.1598,0.9248
0.8024,0.1732,0.8380,0.1354,0.9276
0.8125,0.1314,0.8273,0.1164,0.9514
0.8326,0.1849,0.8711,0.0586,0.9328
0.8300,0.1475,0.9046,0.1226,0.8851
0.8317,0.1244,0.8851,0.0473,0.9317
0.8193,0.1601,0.8750,0.0358,0.9630
0.8324,0.1017,0.9492,0.0376,0.9246
0.8074,0.0948,0.8743,0.0948,0.9603
0.8533,0.0783,0.9186,0.0527,0.9259
0.8574,0.0952,0.9057,0.0986,0.8825
0.8418,0.0939,0.9078,0.0766,0.9056
0.9036,0.0710,0.9766,0.0887,0.8656
0.8720,0.1009,0.9566,0.0399,0.8804
0.8723,0.1158,0.9152,0.1150,0.8634
0.8656,0.0877,0.9441,0.1134,0.8546
0.8992,0.1025,0.9423,0.1446,0.8270
0.8733,0.0641,0.9344,0.1416,0.7544
0.8774,0.0897,0.8933,0.1015,0.7707
0.9433,0.0689,0.9539,0.1797,0.7198
0.9348,0.0639,0.9372,0.1889,0.7005
0.8754,0.1074,0.8692,0.2267,0.7198
0.9342,0.1098,0.9344,0.2314,0.6469
0.9439,0.0244,0.8854,0.2202,0.6454
0.9366,0.0781,0.8999,0.2852,0.5651
0.9001,0.0308,0.8932,0.2733,0.6081
0.9016,0.0380,0.8746,0.3275,0.5233
0.9207,0.0493,0.8716,0.2967,0.5110
0.8945,0.1218,0.7837,0.3343,0.4980
0.9541,0.1329,0.7935,0.3848,0.4233
0.9257,0.0632,0.7833,0.3795,0.4676
0.8920,0.0949,0.7620,0.4533,0.4325
0.8984,0.1311,0.7533,0.4807,0.3626
0.9252,0.0950,0.6970,0.4939,0.3474
0.9486,0.1448,0.7209,0.4441,0.3551
0.9100,0.1081,0.6987,0.4726,0.3327
0.9055,0.1265,0.7065,0.5197,0.2585
0.9663,0.1182,0.6856,0.5262,0.2403
0.9058,0.1450,0.6477,0.5379,0.2153
0.9519,0.1626,0.5971,0.5727,0.2063
0.9448,0.2009,0.6148,0.6204,0.2615
0.9211,0.1762,0.5727,0.6820,0.1876
0.9418,0.2577,0.5541,0.6564,0.2649
0.8729,0.2364,0.5232,0.6939,0.2191
0.9450,0.2139,0.4745,0.7025,0.1801
0.8832,0.2786,0.4971,0.6912,0.2652
0.9012,0.2771,0.4830,0.6836,0.2427
0.9248,0.3097,0.4791,0.7507,0.2049
0.8830,0.2868,0.4222,0.7361,0.2311
0.8449,0.3200,0.4339,0.7369,0.2176
0.9130,0.3031,0.4319,0.7179,0.2246
0.8897,0.3856,0.3909,0.7668,0.2804
0.8459,0.3392,0.3571,0.7768,0.3129
0.8870,0.4088,0.3977,0.7722,0.2941
0.8532,0.3788,0.3559,0.7378,0.2906
0.8694,0.4084,0.3525,0.7672,0.3730
0.8612,0.4786,0.3455,0.7670,0.3788
0.7790,0.4900,0.3355,0.7305,0.3585
0.8312,0.4495,0.2815,0.7001,0.4424
0.8099,0.4730,0.2547,0.7482,0.3892
0.8169,0.4712,0.2719,0.7122,0.4422
0.8053,0.5365,0.2785,0.6781,0.4361
0.7449,0.5366,0.2825,0.6826,0.5132
0.7646,0.5349,0.2419,0.7127,0.4857
0.7496,0.5344,0.2751,0.6740,0.5567
0.7048,0.5579,0.2658,0.6155,0.5443
0.7094,0.5477,0.2338,0.6281,0.5373
0.7472,0.5637,0.2451,0.6449,0.6000
0.7444,0.6326,0.2186,0.6415,0.5759
0.6603,0.6545,0.2920,0.5977,0.6393
0.7117,0.6203,0.2282,0.5294,0.6311
0.7091,0.6489,0.2972,0.5916,0.6222
0.7020,0.6251,0.2808,0.5372,0.6606
0.6429,0.6432,0.2642,0.4864,0.6797
0.6142,0.6673,0.3232,0.4841,0.7061
0.6665,0.7029,0.2713,0.4475,0.6634
0.6359,0.7055,0.3183,0.4323,0.7182
0.6151,0.7119,0.3377,0.4393,0.7328
0.6104,0.7073,0.3363,0.4598,0.7052
0.5621,0.6618,0.3315,0.3931,0.6705
0.5426,0.7062,0.3318,0.3912,0.6461
0.6014,0.6716,0.3944,0.4131,0.6897
0.5614,0.7098,0.3798,0.3940,0.7066
0.5454,0.7438,0.4024,0.3394,0.6587
0.5079,0.6785,0.3672,0.3802,0.6352
0.5480,0.7197,0.3879,0.3117,0.6307
0.5129,0.7220,0.4014,0.3143,0.6025
0.4999,0.7053,0.4559,0.3445,0.6199
0.4589,0.6826,0.4782,0.2932,0.6104
0.5021,0.7542,0.5108,0.2931,0.5806
0.4460,0.7020,0.5344,0.3229,0.5457
0.4773,0.7522,0.4902,0.2923,0.5635
0.4876,0.7247,0.5518,0.3248,0.5355
0.4526,0.7184,0.5299,0.2921,0.4881
0.4126,0.6749,0.5914,0.3060,0.4575
0.4001,0.6573,0.5960,0.2754,0.4886
0.4545,0.7240,0.5370,0.3020,0.4707
0.3830,0.6719,0.5612,0.3533,0.4545
0.4362,0.6460,0.5985,0.3234,0.4301
0.3772,0.6636,0.5966,0.3630,0.3949
0.3967,0.6435,0.6550,0.3481,0.4162
0.3748,0.6924,0.6813,0.3588,0.3542
0.3694,0.6458,0.6894,0.4030,0.3903
0.3411,0.6116,0.6691,0.4213,0.3591
0.3319,0.6556,0.6962,0.3821,0.3707
0.3416,0.6509,0.6401,0.4104,0.3817
0.3317,0.5998,0.6646,0.3885,0.2979
0.3519,0.5698,0.7281,0.4353,0.2941
0.3859,0.6133,0.7016,0.4886,0.3045
0.3237,0.6014,0.7092,0.4459,0.3582
0.3344,0.5160,0.6562,0.4725,0.3744
0.3399,0.5696,0.6981,0.4755,0.3319
0.3144,0.4970,0.6889,0.5529,0.3557
0.2945,0.5626,0.7044,0.4985,0.3716
0.3039,0.4825,0.6879,0.5675,0.3594
0.3176,0.5178,0.6545,0.6146,0.3582
0.3258,0.4921,0.7323,0.5907,0.4033
0.3194,0.4922,0.7273,0.5770,0.3872
0.3472,0.4546,0.6997,0.6231,0.4743
0.3418,0.4423,0.6316,0.6272,0.4984
0.2913,0.4714,0.6624,0.6511,0.5036
0.3488,0.3961,0.6826,0.6390,0.4957
0.2802,0.3978,0.6078,0.6900,0.5390
0.3663,0.4183,0.6175,0.6806,0.5337
0.3107,0.4297,0.6625,0.6482,0.5521
0.3133,0.4297,0.6408,0.7029,0.6002
0.3699,0.3850,0.6073,0.7083,0.6367
0.3567,0.3968,0.5578,0.6805,0.6884
0.3364,0.3517,0.5455,0.6854,0.6659
0.3446,0.3530,0.5877,0.6557,0.6655
0.3721,0.3387,0.6023,0.6454,0.7724
0.3828,0.3066,0.5564,0.6485,0.7779
0.3626,0.3789,0.4983,0.6640,0.7965
0.3090,0.2931,0.5417,0.6344,0.7796
0.3615,0.3359,0.5189,0.6774,0.7961
0.3841,0.3280,0.4916,0.6170,0.8368
0.3431,0.2822,0.4963,0.6139,0.8271
0.3766,0.2916,0.4398,0.5956,0.8939
0.3575,0.3473,0.4471,0.5517,0.8908
0.3785,0.3431,0.4297,0.5327,0.8831
0.4201,0.2889,0.4080,0.5136,0.8759
0.4307,0.3354,0.4283,0.5732,0.8876
0.4286,0.3038,0.3631,0.4889,0.8434
0.4351,0.2603,0.3905,0.4844,0.9016
0.4207,0.3135,0.3375,0.4586,0.9151
0.4430,0.3069,0.3886,0.4840,0.8253
0.4732,0.3192,0.3503,0.4497,0.8408
0.4723,0.3340,0.3585,0.3832,0.8856
0.4399,0.3487,0.2979,0.3561,0.7989
0.4237,0.2995,0.3495,0.3542,0.8543
0.4973,0.3508,0.3019,0.3583,0.8015
0.4361,0.3067,0.3220,0.3247,0.7476
0.5177,0.2988,0.3288,0.3230,0.7655
0.5170,0.3416,0.3403,0.2398,0.6921
0.5072,0.3493,0.3223,0.2859,0.7011
0.5152,0.3492,0.3187,0.2233,0.7239
0.5095,0.3843,0.3236,0.2052,0.6174
0.4798,0.3595,0.3063,0.1789,0.6376
0.5109,0.3931,0.3306,0.2212,0.6422
0.5028,0.3707,0.3180,0.1567,0.5673
0.5234,0.3690,0.2802,0.1396,0.5304
0.5630,0.3787,0.3544,0.1148,0.4958
0.5678,0.3946,0.3514,0.1335,0.4832
0.5688,0.4046,0.2920,0.1635,0.4532
0.6190,0.4068,0.3299,0.0743,0.4237
0.6194,0.4573,0.3498,0.1110,0.4275
0.5866,0.4890,0.3831,0.1260,0.3572
0.5915,0.4723,0.3463,0.1034,0.3050
0.6084,0.5013,0.3661,0.1406,0.3350
0.5812,0.5319,0.3893,0.1229,0.2811
0.6622,0.5238,0.3855,0.0987,0.2740
0.5889,0.4800,0.4121,0.0988,0.2503
0.6462,0.5259,0.4269,0.1163,0.2057
0.6875,0.5579,0.4403,0.0981,0.2495
0.6527,0.5670,0.4568,0.1496,0.1941
0.6717,0.6031,0.4995,0.1580,0.2143
0.6790,0.5289,0.5072,0.1849,0.2096
0.6927,0.5899,0.5474,0.1635,0.1469
0.6849,0.6050,0.5765,0.1389,0.1874
0.6364,0.6456,0.5292,0.1433,0.1512
0.6521,0.6332,0.5751,0.2286,0.2048
0.7217,0.6477,0.5627,0.1898,0.1417
0.6768,0.6513,0.6234,0.2251,0.1418
0.7337,0.6323,0.6269,0.2869,0.1962
0.7133,0.6734,0.6688,0.2562,0.1606
0.7091,0.6403,0.7202,0.2879,0.1733
0.6806,0.6921,0.6796,0.3153,0.2419
0.7364,0.6614,0.6803,0.3682,0.2041
0.7555,0.7180,0.7730,0.4035,0.2095
0.6953,0.7158,0.7356,0.3949,0.2211
0.7143,0.6763,0.7697,0.4632,0.2764
0.6850,0.7195,0.7903,0.4252,0.2906
0.7215,0.7270,0.7578,0.4646,0.3122
0.6835,0.7437,0.7684,0.5007,0.3490
0.7115,0.7627,0.8611,0.5176,0.3014
0.7616,0.7110,0.8535,0.5792,0.3097
0.7262,0.7332,0.8728,0.6041,0.4019
0.6896,0.7667,0.8350,0.6241,0.4272
0.7085,0.7334,0.9140,0.6486,0.4382
0.7503,0.6906,0.8903,0.5915,0.4599
0.6952,0.7789,0.8966,0.6450,0.4718
0.7441,0.7315,0.8724,0.6282,0.4168
0.7063,0.7114,0.8780,0.7008,0.4870
0.7133,0.7544,0.8822,0.7266,0.5090
0.7334,0.7300,0.8782,0.7235,0.4559
0.6681,0.7095,0.8955,0.6991,0.4699
0.7194,0.7622,0.9019,0.7516,0.4575
0.7062,0.7339,0.8808,0.7065,0.4901
0.6793,0.7114,0.9550,0.7670,0.4947
0.6486,0.7426,0.8990,0.7653,0.4888
0.6448,0.6672,0.9366,0.7693,0.5070
0.6768,0.6884,0.9134,0.7778,0.4879
0.6438,0.7059,0.9382,0.7270,0.5051
0.6788,0.6363,0.9039,0.7254,0.5090
0.6546,0.6716,0.8590,0.7480,0.4995
0.6129,0.6287,0.8893,0.7239,0.4897
0.6683,0.6406,0.8733,0.7526,0.4385
0.6300,0.6615,0.8815,0.7417,0.4946
0.6480,0.6295,0.8088,0.7303,0.4132
0.6627,0.6496,0.7984,0.7753,0.3952
0.6022,0.6224,0.8478,0.7702,0.4341
0.5951,0.6297,0.7991,0.7504,0.4402
0.5827,0.5886,0.8094,0.7096,0.3990
0.5717,0.5296,0.7826,0.6968,0.3865
0.5518,0.4999,0.7202,0.6635,0.3619
0.5719,0.5332,0.7755,0.6457,0.3122
0.5387,0.5552,0.7495,0.6199,0.3335
0.5424,0.5250,0.7463,0.5971,0.2588
0.5045,0.4441,0.7026,0.6446,0.2244
0.5527,0.4622,0.6518,0.5864,0.2778
0.4816,0.4561,0.6384,0.6258,0.2466
0.4956,0.4492,0.6544,0.5669,0.1894
0.4701,0.4394,0.5952,0.5509,0.1500
0.5329,0.4437,0.6389,0.5664,0.1665
0.4824,0.4366,0.6232,0.5571,0.1835
0.4566,0.3712,0.5337,0.5177,0.1669
0.4607,0.3949,0.5293,0.5354,0.1593
0.4906,0.3539,0.5717,0.5105,0.0884
0.4204,0.3066,0.5255,0.5329,0.1440
0.3970,0.3387,0.4676,0.4645,0.1218
0.4332,0.3375,0.4511,0.5004,0.1218
0.4196,0.2877,0.4966,0.4545,0.1403
0.3610,0.3149,0.4898,0.4289,0.1439
0.3932,0.2387,0.4431,0.4318,0.1384
0.3904,0.2734,0.4092,0.4578,0.0926
0.3549,0.2368,0.4067,0.4164,0.1552
0.3644,0.2537,0.4321,0.4400,0.1129
0.3638,0.1860,0.3516,0.4307,0.1708
0.3564,0.1921,0.3418,0.4388,0.1340
0.3705,0.1885,0.3775,0.4741,0.1382
0.3609,0.2200,0.3678,0.4614,0.1474
0.3502,0.1383,0.3674,0.4674,0.2339
0.3192,0.1715,0.3013,0.4341,0.2484
0.3476,0.1651,0.3592,0.4771,0.2705
0.2757,0.1605,0.2868,0.4957,0.2523
0.3030,0.1493,0.3379,0.5052,0.2879
0.2408,0.1321,0.2810,0.5220,0.2951
0.3212,0.0779,0.3517,0.5488,0.3703
0.3085,0.0805,0.2868,0.5164,0.3431
0.2676,0.1394,0.3027,0.5545,0.3880
0.2507,0.1128,0.3693,0.5557,0.4450
0.2847,0.1175,0.3599,0.6211,0.4210
0.2370,0.1057,0.2912,0.5717,0.4570
0.2428,0.0931,0.3611,0.6404,0.5476
0.2016,0.1004,0.2995,0.6275,0.5767
0.2684,0.0951,0.3059,0.6345,0.6094
0.2653,0.1033,0.3114,0.7310,0.5810
0.2672,0.1064,0.3837,0.7312,0.6141
0.1842,0.0698,0.3459,0.7617,0.6375
0.2549,0.0874,0.4011,0.7186,0.7143
0.2367,0.1057,0.4302,0.7300,0.6858
0.2447,0.0950,0.4216,0.8297,0.7016
0.2369,0.0714,0.3874,0.8513,0.7275
0.1978,0.1585,0.4125,0.8406,0.7583
0.1724,0.1351,0.4566,0.8603,0.7195
0.1778,0.1498,0.4532,0.8785,0.7517
0.1731,0.0931,0.4354,0.8591,0.7563
0.1755,0.1170,0.4598,0.8903,0.7753
0.1663,0.1400,0.4395,0.9067,0.7719
0.1994,0.1429,0.4778,0.8717,0.8255
0.2474,0.2138,0.5061,0.8891,0.7781
0.1801,0.1624,0.5105,0.8880,0.7800
0.2074,0.1888,0.4843,0.9118,0.7578
0.2281,0.2091,0.5060,0.9041,0.7556
0.2600,0.1963,0.5549,0.9706,0.7482
0.2079,0.2510,0.5868,0.9879,0.7191
0.2101,0.2743,0.5373,0.9289,0.7800
0.2723,0.2270,0.5910,0.9435,0.7296
0.2112,0.2466,0.6106,0.9317,0.6709
0.2448,0.2783,0.5942,0.9529,0.6916
0.2847,0.2790,0.6162,0.9246,0.6484
0.2666,0.3238,0.6306,0.9139,0.6460
0.2669,0.2845,0.6241,0.9317,0.6501
0.2226,0.3647,0.6129,0.8921,0.6018
0.3051,0.3506,0.6227,0.9144,0.5652
0.3095,0.3496,0.6344,0.8365,0.5783
0.2950,0.3460,0.6374,0.8171,0.5736
0.3041,0.3628,0.6482,0.8829,0.4999
0.2516,0.3628,0.6267,0.8244,0.4897
0.3103,0.3922,0.6152,0.8277,0.4672
0.3116,0.3955,0.5804,0.7471,0.4291
0.3615,0.3871,0.6601,0.7289,0.3979
0.3245,0.4072,0.6151,0.7367,0.3884
0.3551,0.4290,0.5938,0.7437,0.3397
0.3779,0.4701,0.6219,0.6620,0.3996
0.3327,0.4385,0.5685,0.6734,0.3804
0.3411,0.4700,0.5628,0.6562,0.3177
0.3325,0.4992,0.5551,0.6272,0.3002
0.4032,0.4724,0.5953,0.6220,0.2590
0.3589,0.5419,0.5337,0.5538,0.2846
0.3835,0.5501,0.5528,0.5575,0.2892
0.4252,0.5339,0.5242,0.5519,0.2850
0.4539,0.5527,0.5064,0.5073,0.2331
0.4032,0.5073,0.4931,0.4453,0.2860
0.4477,0.5414,0.4633,0.4408,0.2403
0.4696,0.5726,0.4936,0.4746,0.2756
0.4672,0.5287,0.4478,0.4044,0.2344
0.4663,0.5223,0.4152,0.4174,0.3222
0.4903,0.5706,0.4475,0.3628,0.3187
0.4996,0.5376,0.3712,0.3764,0.2788
0.4912,0.5821,0.3658,0.3330,0.3302
0.5462,0.5860,0.3427,0.2873,0.3456
0.5622,0.5718,0.3882,0.2675,0.3542
0.5481,0.6294,0.3049,0.3266,0.3720
0.5364,0.6312,0.3176,0.2730,0.3938
0.5598,0.6311,0.3284,0.2544,0.4099
0.5837,0.5729,0.3040,0.2830,0.3693
0.5538,0.5590,0.2403,0.2260,0.4037
0.5769,0.5873,0.2327,0.2803,0.4163
0.5859,0.6139,0.2744,0.2761,0.4170
0.6586,0.6046,0.2508,0.3039,0.5046
0.5933,0.6085,0.1735,0.2799,0.5189
0.6601,0.5875,0.1785,0.2707,0.4858
0.6385,0.5629,0.1754,0.3024,0.4867
0.6570,0.5422,0.1872,0.2624,0.5796
0.6492,0.5118,0.1579,0.3026,0.5747
0.6700,0.5653,0.1065,0.2512,0.5706
0.6571,0.5377,0.0801,0.2799,0.6093
0.6764,0.5440,0.0997,0.3109,0.5765
0.7157,0.4889,0.0462,0.3503,0.5962
0.6734,0.5539,0.0665,0.2935,0.6485
0.6882,0.5305,0.0292,0.3666,0.5824
0.7613,0.4846,0.0678,0.3461,0.6054
0.7659,0.4659,0.0372,0.3673,0.6368
0.7125,0.5008,0.0586,0.3568,0.6167
0.7099,0.4527,0.0513,0.3749,0.6343
0.7777,0.5116,0.0241,0.4037,0.5741
0.7446,0.4785,0.0000,0.4381,0.6409
0.7280,0.4723,0.0495,0.4400,0.6430
0.7338,0.4402,0.0000,0.5048,0.5833
0.7908,0.4387,0.0000,0.5014,0.5937
0.8077,0.3796,0.0000,0.5499,0.5715
0.7691,0.4481,0.0153,0.5123,0.5281
0.7460,0.4008,0.0453,0.5714,0.5566
0.8040,0.4169,0.0560,0.5604,0.5149
0.7908,0.3976,0.0299,0.5539,0.5297
0.8337,0.3647,0.0212,0.6090,0.4818
0.7977,0.3981,0.1086,0.6622,0.4187
0.8296,0.3514,0.0625,0.6527,0.4532
0.8397,0.3600,0.0420,0.6094,0.3854
0.7586,0.2867,0.1233,0.6599,0.3952
0.8010,0.3095,0.1282,0.6314,0.3635
0.8119,0.2883,0.1065,0.6785,0.3101
0.8293,0.3031,0.1282,0.6967,0.3438
0.8177,0.2527,0.1711,0.7110,0.3222
0.7610,0.2469,0.1632,0.6905,0.2787
0.7827,0.2986,0.2073,0.6634,0.2664
0.8166,0.2398,0.2435,0.7013,0.2529
0.8167,0.2338,0.1868,0.7246,0.1876
0.8296,0.2824,0.1961,0.7256,0.1703
0.7532,0.2718,0.2637,0.6572,0.1707
0.7772,0.2480,0.2816,0.6792,0.1383
0.7510,0.2505,0.3146,0.6612,0.1486
0.7423,0.2730,0.2906,0.6763,0.1267
0.7482,0.2762,0.3650,0.6755,0.1660
0.7973,0.2279,0.3360,0.6540,0.1423
0.7507,0.1955,0.3597,0.6514,0.1546
0.7378,0.2599,0.4334,0.6807,0.0779
0.7587,0.2126,0.4399,0.6119,0.1222
0.7123,0.2056,0.4331,0.5966,0.1315
0.7479,0.2419,0.4449,0.6248,0.0984
0.7815,0.2588,0.4403,0.5411,0.1255
0.7155,0.2240,0.5110,0.6043,0.1844
0.6884,0.2551,0.5285,0.5751,0.1206
0.7296,0.2211,0.5124,0.4991,0.2156
0.7393,0.2126,0.5665,0.5583,0.1894
0.7315,0.2429,0.5859,0.4689,0.1700
0.6734,0.2891,0.5188,0.4961,0.2212
0.7409,0.2432,0.5487,0.4572,0.2766
0.7098,0.2952,0.5660,0.4375,0.2353
0.6574,0.3071,0.6013,0.4115,0.2689
0.6735,0.2820,0.6072,0.4694,0.2995
